90.0,323,100.2
121.5,385,139.7
122.6,333,138.3
121.7,387,140.0
121.3,387,139.6
122.0,383,140.1
122.2,399,141.1
120.6,367,137.9
121.6,388,140.0
122.2,390,140.6
121.5,371,137.4
123.5,353,140.2
122.7,374,140.4
119.4,375,137.2
122.9,384,141.1
123.3,379,141.2
121.6,380,139.7
121.7,370,139.3
121.9,384,140.2
122.6,400,141.6
122.2,377,138.4
122.4,364,139.6
122.7,353,139.4
122.3,375,139.9
122.2,382,140.3
123.1,328,138.6
121.8,380,139.7
123.0,381,141.0
123.6,372,141.3
121.5,383,139.7
121.9,366,137.7
123.5,375,141.2
121.4,388,139.8
122.4,375,140.2
121.4,388,139.7
121.7,372,139.3
122.7,393,141.4
122.1,379,140.0
121.8,389,140.2
122.0,380,139.9
121.6,366,137.3
112.0,354,128.8
122.3,379,140.3
121.4,384,139.5
123.7,353,140.4
122.8,371,140.4
121.6,360,138.6
122.8,371,140.3
123.0,386,141.2
123.4,358,140.4
122.3,353,137.6
121.1,363,138.3
122.0,346,138.3
123.2,384,141.3
121.0,358,137.8
122.3,385,140.5
122.3,394,140.8
121.3,385,139.5
122.2,381,140.3
121.1,389,139.5
122.2,378,138.4
122.8,377,140.6
122.3,399,141.1
122.0,367,139.4
122.3,372,139.9
123.4,372,141.0
122.0,409,141.3
122.0,382,140.1
122.2,373,139.8
122.3,374,140.1
121.6,386,138.2
122.2,390,140.7
121.9,363,139.1
122.2,388,140.6
121.8,383,139.8
121.9,381,140.0
122.3,387,140.6
122.9,367,140.3
122.8,331,138.5
123.1,384,141.3
120.8,392,137.7
121.9,389,140.3
123.0,317,138.0
121.9,391,140.4
122.2,385,140.4
121.7,389,140.1
121.5,366,138.9
122.7,385,141.0
122.6,391,141.1
122.5,387,140.8
121.2,393,138.2
122.5,369,140.1
121.8,383,139.9
113.1,294,127.1
122.0,368,139.4
124.4,377,142.2
122.2,361,139.3
122.9,376,140.7
121.9,370,139.3
122.6,375,140.4
121.2,359,136.8
122.0,380,139.9
121.2,373,138.8
122.2,383,140.3
121.7,385,139.8
121.7,351,138.3
121.8,384,140.0
122.2,352,138.9
123.2,373,140.9
121.4,376,139.2
121.7,320,135.5
122.6,355,139.4
122.8,341,138.9
121.9,399,140.7
121.8,388,140.2
122.9,406,142.2
123.7,381,141.7
121.6,397,140.3
121.8,386,140.0
121.4,374,139.1
121.8,397,138.9
122.5,390,141.0
122.3,408,141.6
121.9,391,140.3
122.2,377,140.0
122.0,381,140.0
121.2,382,139.3
122.3,379,140.3
122.6,363,139.7
123.2,372,140.8
122.1,381,138.4
122.1,393,140.6
123.0,373,140.7
122.3,384,140.5
122.1,397,140.9
120.1,387,138.5
122.1,393,140.6
122.5,402,141.6
121.8,327,137.2
121.8,385,139.8
122.3,392,139.2
122.3,403,141.4
122.1,401,141.1
121.5,380,139.5
122.0,385,140.2
123.5,391,142.1
123.1,397,142.0
121.5,381,139.5
122.6,395,141.3
122.8,385,141.0
122.6,402,140.0
122.1,394,140.8
121.2,382,139.3
122.1,392,140.7
122.0,380,139.9
117.7,356,134.5
122.6,405,141.6
121.3,374,139.1
122.1,395,140.8
122.6,392,141.2
122.8,397,140.0
123.3,374,141.1
123.4,389,141.8
122.1,355,138.9
123.7,381,141.8
122.2,386,140.5
122.3,333,138.0
